NAMA PERUMAHAN,STATUS,TOTAL HUNIAN,RADIUS,SITE,TERRITORY,TIPE PERUMAHAN,TIPE PLN,AREA PLN,GRADING,KOMPETITOR
JATISARI AREA - JL. SIROJUL MUNIR RW02,ACTIVE,434,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
JATISARI AREA - Woodhill Residence,ACTIVE,120,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
JATIWARINGIN AREA - JL. GAMPRIT,ACTIVE,143,UNDER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
JATIWARNA & JATIRAHAYU AREA - JL. BULAK TINGGI,ACTIVE,48,UNDER 200,KODYA BEKASI,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
JATIWARNA & JATIRAHAYU AREA - JL. BULAK TINGGI EXT,ACTIVE,15,UNDER 200,KODYA BEKASI,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
JATIWARNA & JATIRAHAYU AREA - JL. BULAK TINGGI EXT,ACTIVE,278,OVER 200,KODYA BEKASI,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
JL. IRIGASI-SIPON AREA (1) MARGOLAND & PERMATA PLAWAD EXT,ACTIVE,37,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
JOGLO AREA - KOMPLEK KEUANGAN,ACTIVE,49,UNDER 200,JAKARTA BARAT,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
JOGLO AREA - KOMPLEK KEUANGAN EXT,ACTIVE,3,UNDER 200,JAKARTA BARAT,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
KALIABANG TENGAH AREA - KAVLING FLAMBOYAN,ACTIVE,198,UNDER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
KALIBARU PERMAI,ACTIVE,207,OVER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
KALISARI AREA (3) NIRMALA ASRI 7,ACTIVE,26,UNDER 200,JAKARTA TIMUR,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KALISARI AREA (5) Jl. KENANGA RW.02,ACTIVE,401,OVER 200,JAKARTA TIMUR,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
KAMPUNG TENGAH AREA (2) GRIYA SOSRO INDAH,ACTIVE,60,UNDER 200,JAKARTA TIMUR,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KARAWANG GREEN VILLAGE  2 (1),ACTIVE,69,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
KARAWANG GREEN VILLAGE  2 (1) EXT,ACTIVE,198,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
KARAWANG GREEN VILLAGE  2 (1) EXT,ACTIVE,63,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
KARAWANG GREEN VILLAGE  2 (2),ACTIVE,84,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
KARAWANG GREEN VILLAGE  2 (2) EXT,ACTIVE,256,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
KARTIKA RESIDENCE,ACTIVE,42,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,MIXED,JABAR,C,INDIHOME
KARTIKA RESIDENCE - CLUSTER KABANDUNGAN & KAWALUYAAN,ACTIVE,431,OVER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
KARTIKA RESIDENCE - VIP Food Park & Water Boom,ACTIVE,2,UNDER 200,KAB. KARAWANG,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
KARTIKA RESIDENCE BLOK C EXT,ACTIVE,5,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
KAVLING PABUARAN INDAH,ACTIVE,85,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KAVLING PEMDA,ACTIVE,197,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING PEMDA - Jl. Kavling Pemda 1 Ext,ACTIVE,7,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING PEMDA - Jl. Kavling Pemda 4 Ext,ACTIVE,22,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING PTB (2),ACTIVE,415,OVER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING PTB (3),ACTIVE,388,OVER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING PTB (3) EXT,ACTIVE,25,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING PTB (3) Musholah Blok B11 EXT,ACTIVE,12,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING PTB KALIDERES EXT,ACTIVE,19,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING SERPONG,ACTIVE,240,OVER 200,TANGERANG SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KAVLING UI SEKTOR BARAT,ACTIVE,256,OVER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
KAYU PUTIH AREA (4),ACTIVE,157,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KEBAYORAN LAMA SELATAN AREA,ACTIVE,144,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KEBON KELAPA AREA - Jl. BATU CEPER EXT,ACTIVE,7,UNDER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KEDOYA SELATAN AREA - JL. ADHIKARYA DSK,ACTIVE,67,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,MIXED,DKI,C,INDIHOME
KEDOYA SELATAN AREA - JL. ADHIKARYA DSK EXT,ACTIVE,164,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,MIXED,DKI,C,INDIHOME
KEDOYA SELATAN AREA - JL. ADHIKARYA DSK EXT,ACTIVE,13,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
"KELAPA DUA AREA (2) KOMPLEK KETENAGAAN, DSK",ACTIVE,125,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KELAPA DUA RESIDENCE,ACTIVE,136,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KELAPA DUA WETAN AREA (2) CLUSTER PANDAN WANGI & JL. MELATI,ACTIVE,32,UNDER 200,JAKARTA TIMUR,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KITRI BAKTI RESIDENCE EXT,ACTIVE,71,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
KITRI BAKTI RESIDENCE EXT,ACTIVE,14,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
KLENDER AREA - JL. BUARAN 1 & 2,ACTIVE,74,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KLENDER AREA - JL. BUARAN 1 MF,ACTIVE,34,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK ASTEK - CLUSTER MINIMALIS EXT,ACTIVE,115,UNDER 200,TANGERANG SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK ASTEK INDAH SERPONG,ACTIVE,195,UNDER 200,TANGERANG SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK BTN,ACTIVE,101,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KOMPLEK DEPARTEMEN PERTANIAN,ACTIVE,328,OVER 200,KODYA BEKASI,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK DEPKES CIPAYUNG EXT,ACTIVE,153,UNDER 200,TANGERANG SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK DEPKES CIPAYUNG EXT,ACTIVE,71,UNDER 200,TANGERANG SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK GARUDA EXT,ACTIVE,1,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KOMPLEK HANKAM RW.02 EXT,ACTIVE,250,OVER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK IPB 4 BLOK AB,ACTIVE,117,UNDER 200,KODYA BOGOR,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
KOMPLEK KIJANG KENCANA EXT,ACTIVE,7,UNDER 200,JAKARTA BARAT,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
KOMPLEK KOPASSUS CIJANTUNG (1),ACTIVE,308,OVER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK KOPASSUS CIJANTUNG (2),ACTIVE,398,OVER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK KOPASSUS CIJANTUNG (3),ACTIVE,451,OVER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK KOPASSUS CIJANTUNG (4),ACTIVE,415,OVER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK LEMIGAS,ACTIVE,21,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
"KOMPLEK LIA, INTI ALASINDO & DE' PRATAMA",ACTIVE,241,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
KOMPLEK MARINIR (1),ACTIVE,327,OVER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
KOMPLEK MARINIR (2),ACTIVE,380,OVER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
KOMPLEK MARINIR (2) Rangkapan Jaya Baru Area Ext,ACTIVE,78,UNDER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,INDIHOME
KOMPLEK PAKUAN 2,ACTIVE,206,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,B,INDIHOME
KOMPLEK PELITA 1 (1),ACTIVE,219,OVER 200,KODYA DEPOK,KOTAMADYA,OPEN AREA,AERIAL,JABAR,C,MY REPUBLIC
KOMPLEK PERMATA / KP. AMBON (1),ACTIVE,341,OVER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK PERMATA / KP. AMBON (2),ACTIVE,228,OVER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KOMPLEK PERTAMINA,ACTIVE,189,UNDER 200,JAKARTA TIMUR,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
KOMPLEK TNI AL - GRAHA JALA YUDHA (1),ACTIVE,163,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME & MY REPUBLIC
KOMPLEK TNI AL - GRAHA JALA YUDHA (7),ACTIVE,122,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME & MY REPUBLIC
KOTA SUTERA - BLOSSOM VILLE,ACTIVE,324,OVER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,UG,DKI,B,INDIHOME
KOTA SUTERA - BLOSSOM VILLE EXT,ACTIVE,115,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,UG,DKI,C,INDIHOME
KOTA WISATA  (1) CLUSTER BELLWOOD,ACTIVE,99,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
"KOTA WISATA  (1) NEBRASKA, VISALIA & RUKO OREGON SQUARE",ACTIVE,355,OVER 200,KAB. BOGOR,KABUPATEN,MIXED,UG,JABAR,B,INDIHOME
KRAMAT AREA - JL. KWITANG EXT,ACTIVE,51,UNDER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KRAMAT AREA - JL. KWITANG EXT,ACTIVE,161,UNDER 200,JAKARTA PUSAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
KREO UTARA AREA (2) JL. HOS COKROAMINOTO,ACTIVE,269,OVER 200,KODYA TANGERANG,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
KREO UTARA AREA (3) JL. HOS COKROAMINOTO,ACTIVE,358,OVER 200,KODYA TANGERANG,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
LARANGAN INDAH AREA - JL. GOTONG ROYONG EXT,ACTIVE,95,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
LARANGAN INDAH AREA - JL. GOTONG ROYONG EXT,ACTIVE,147,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
LARANGAN SELATAN AREA (3) JL. PROF Ir. HAMKA,ACTIVE,287,OVER 200,KODYA TANGERANG,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
LARANGAN SELATAN AREA (3) Sawah Indah Ext,ACTIVE,2,UNDER 200,KODYA TANGERANG,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
LARANGAN SELATAN AREA (4) JL. PROF Ir. HAMKA,ACTIVE,226,OVER 200,KODYA TANGERANG,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
LARANGAN SELATAN AREA EXT,ACTIVE,193,UNDER 200,KODYA TANGERANG,KOTAMADYA,MIXED,AERIAL,DKI,C,INDIHOME
LEGOK PERMAI - CLUSTER IDESIA,ACTIVE,134,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
LEGOK PERMAI - CLUSTER KALIANDRA,ACTIVE,153,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
LEGOK RESIDENCE,ACTIVE,193,UNDER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
LEMBAH PINUS EXT,ACTIVE,256,OVER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
LIMUS PRATAMA (1),ACTIVE,194,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIMUS PRATAMA (1) Blok A3-A5 Ext,ACTIVE,40,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIMUS PRATAMA (1) EXT,ACTIVE,113,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIMUS PRATAMA (1) EXT,ACTIVE,67,UNDER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIMUS PRATAMA (2),ACTIVE,317,OVER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIMUS PRATAMA (3),ACTIVE,388,OVER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIMUS PRATAMA (4),ACTIVE,378,OVER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIMUS PRATAMA (5),ACTIVE,316,OVER 200,KAB. BOGOR,KABUPATEN,OPEN AREA,AERIAL,JABAR,C,INDIHOME
LIPPO CIKARANG - ACACIA GARDEN,ACTIVE,198,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
LIPPO CIKARANG - GREEN WOOD & OAK WOOD,ACTIVE,256,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
LIPPO CIKARANG - MENTENG ROYALE,ACTIVE,16,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
LIPPO CIKARANG - OAKWOOD,ACTIVE,83,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
LIPPO CIKARANG - TAMAN MENTENG PADMA & SINGARAJA EXT,ACTIVE,42,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,MIXED,JABAR,C,INDIHOME
LIPPO CIKARANG - TAMAN SIMPRUG 1 & 2,ACTIVE,76,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
LUBANG BUAYA AREA (1) RW 08 & 09,ACTIVE,76,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
LUBANG BUAYA AREA (4) RW 08 & 09,ACTIVE,80,UNDER 200,JAKARTA TIMUR,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
MAHKOTA SIMPRUG - CLUSTER CAMAR,ACTIVE,129,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
MALAYKA RESIDENCE,ACTIVE,6,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
MANGGA BESAR AREA,ACTIVE,270,OVER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
MANGGA BESAR AREA EXT,ACTIVE,94,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
MEDANG LESTARI (4) BLOK D EXT,ACTIVE,57,UNDER 200,KAB. TANGERANG,KABUPATEN,OPEN AREA,AERIAL,DKI,C,INDIHOME
MEGA HILLS RESIDENCE Ext,ACTIVE,12,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
MEKARSARI RESIDENCE,ACTIVE,308,OVER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
MERUYA SELATAN AREA (3),ACTIVE,157,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
MERUYA SELATAN AREA (3) EXT,ACTIVE,63,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
MERUYA SELATAN AREA (3) VIP EXT,ACTIVE,11,UNDER 200,JAKARTA SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
MERUYA UTARA AREA - JL. JOMAS EXT,ACTIVE,88,UNDER 200,JAKARTA BARAT,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
"METLAND CIBITUNG - PESONA AZZURA, ELLADA & TANZANIA",ACTIVE,345,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,UG,JABAR,C,INDIHOME
METLAND CIBITUNG (1) TAMAN CILANDAK & SUNDA KELAPA,ACTIVE,406,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,MIXED,JABAR,C,INDIHOME
METLAND CIBITUNG (3) TAMAN MARINA & PLUIT,ACTIVE,433,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
METLAND CIBITUNG (4) TAMAN MARUNDA & SENAYAN,ACTIVE,154,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
METLAND CIBITUNG (5) TAMAN ANCOL & CIKINI,ACTIVE,443,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
METLAND CIBITUNG (6),ACTIVE,235,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
METLAND CIBITUNG (6) ESPANA EXT,ACTIVE,137,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
METLAND CILEUNGSI (18) CLUSTER VIOLETTA,ACTIVE,241,OVER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
METLAND TAMBUN (1) Ruko Metland Tambun & VIP Kantor Marketing,ACTIVE,36,UNDER 200,KAB. BEKASI,KABUPATEN,MIXED,AERIAL,JABAR,C,INDIHOME
METLAND TAMBUN (2) PERMATA METROPOLITAN & PLATINUM,ACTIVE,89,UNDER 200,KAB. BEKASI,KABUPATEN,MIXED,AERIAL,JABAR,C,INDIHOME
METLAND TRANSYOGI (4) EBONI,ACTIVE,120,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
METLAND TRANSYOGI (4) EBONI EXT,ACTIVE,121,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,UG,JABAR,B,INDIHOME
MODERNLAND (7) THE GOLF & PREMIER RESIDENCE ,ACTIVE,189,UNDER 200,KODYA TANGERANG,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
MUTIARA COLUMBUS - CLUSTER GENOVA,ACTIVE,181,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
"MUTIARA GADING CITY (1) NAPOLI, RUKO PALAZZO & PASADENA",ACTIVE,212,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
MUTIARA GADING CITY (4),ACTIVE,329,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
MUTIARA GADING CITY (4) EXT,ACTIVE,24,UNDER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
MUTIARA GADING CITY (5),ACTIVE,334,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
MUTIARA GADING CITY (6) CLUSTER LIVERPOOL,ACTIVE,279,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
MUTIARA GADING CITY (7),ACTIVE,243,OVER 200,KAB. BEKASI,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
MUTIARA GADING TIMUR 1 (10),ACTIVE,300,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA GADING TIMUR 1 (12),ACTIVE,416,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA GADING TIMUR 1 (13),ACTIVE,208,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA GADING TIMUR 1 (13) EXT,ACTIVE,109,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA GADING TIMUR 2 (4),ACTIVE,182,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA GADING TIMUR 2 (4) BQ 3 EXT,ACTIVE,21,UNDER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA GADING TIMUR 2 (5),ACTIVE,336,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA GADING TIMUR 2 (9),ACTIVE,226,OVER 200,KODYA BEKASI,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA RESIDENCE,ACTIVE,26,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
MUTIARA SENTOSA REGENCY SAWANGAN,ACTIVE,184,UNDER 200,KODYA DEPOK,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
NANGGERANG RESIDENCE,ACTIVE,152,UNDER 200,KAB. BOGOR,KABUPATEN,CLUSTER,AERIAL,JABAR,C,INDIHOME
NUANSA SWADARMA BLOK A EXT,ACTIVE,3,UNDER 200,JAKARTA SELATAN,KOTAMADYA,CLUSTER,UG,DKI,B,INDIHOME
ORCHID PARK RESIDENCE,ACTIVE,222,OVER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,AERIAL,DKI,C,INDIHOME
PALM RESIDENCE,ACTIVE,44,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PAMOYANAN HIJAU - BUKIT PANORAMA & GRIYA PERMATA,ACTIVE,107,UNDER 200,KODYA BOGOR,KOTAMADYA,CLUSTER,AERIAL,JABAR,C,INDIHOME
PAMULANG REGENCY,ACTIVE,129,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PANORAMA SEPATAN,ACTIVE,415,OVER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PANORAMA SEPATAN 2 (2),ACTIVE,183,UNDER 200,KAB. TANGERANG,KOTAMADYA,CLUSTER,AERIAL,DKI,C,INDIHOME
PARADISE RESORT - ALOHA,ACTIVE,61,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
PARADISE RESORT - ALOHA EXT,ACTIVE,5,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
PARADISE RESORT - KANTOR MARKETING & PROYEK,ACTIVE,2,UNDER 200,TANGERANG SELATAN,KOTAMADYA,OPEN AREA,AERIAL,DKI,C,INDIHOME
PARADISE RESORT - THE BAY Blok C9 Ext,ACTIVE,1,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,AERIAL,DKI,B,INDIHOME
PARADISE RESORT - THE BAY EXT,ACTIVE,116,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
PARADISE RESORT - THE BAY EXT,ACTIVE,68,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
PARADISE RESORT - THE BAY EXT,ACTIVE,56,UNDER 200,TANGERANG SELATAN,KOTAMADYA,CLUSTER,UG,DKI,C,INDIHOME
PARAMOUNT SERPONG - BOSTON VILLAGE,ACTIVE,249,OVER 200,KAB. TANGERANG,KABUPATEN,CLUSTER,UG,DKI,B,INDIHOME
